Name,Sr_No,Nationality,PD,Gender,Competition,Result,TimePoint_Label,Happy,Sad,Angry,Surprised,Scared,Disgusted,Valence,Arousal,Neutral,Sighted_Blind,Group,Athlete_Code,PD_Code,SB_Code,Result_Code
Ben Sandilands,382,GBR,Low,Male,Paralympic,Win,Mid,4.599396138550502e-05,0.02092390098538668,0.04147791243314019,0.004922787856538794,0.04672787986764659,0.1481947891726266,-0.2011304548744413,0.6196895588794437,0.3910237323771252,Blind,Low PD – Blind,84,0,1,1
Michael Brannigan,383,USA,Low,Male,Paralympic,Win,Mid,0.002809469995101396,0.01519605944302326,0.06553412299162792,0.09519058047912558,0.00771108861727907,0.01826222170925907,-0.06782297774255813,0.3527902758139535,0.6110684841860465,Blind,Low PD – Blind,388,0,1,1
Nate Riech,384,CAN,Low,Male,Paralympic,Loss,Mid,0.001027643337142857,0.001694610771428571,0.06405647757142856,0.01284192380428571,0.003540265453571428,0.007088959958842856,-0.06302883435714286,0.3097333371428572,0.7398304785714285,Blind,Low PD – Blind,421,0,1,0
Reece Langdon,385,AUS,Low,Male,Paralympic,Win,Mid,0.06515578808400507,0.0001189645725994286,0.01485598148771429,9.821369389342856e-05,4.761365191342857e-05,2.044846851314286e-07,0.0502998064830902,0.5645053259999999,0.5053556405714286,Blind,Low PD – Blind,477,0,1,1
Angus Juncksman,386,AUS,Low,Male,Paralympic,Loss,Mid,0.00633510649375,0.0012251188975,0.02882287326008125,0.13617820809125,0.01111249496,0.00248560196225,-0.02352203525,0.39741622375,0.617593610625,Blind,Low PD – Blind,47,0,1,0
Michael Roeger,387,AUS,Low,Male,Paralympic,Loss,Mid,0.001070951257214286,2.081540417857143e-05,0.065575257,0.0001689956753571429,0.006658292124999999,0.005492691552857144,-0.06450430559285715,0.4955018985714285,0.645753385,Blind,Low PD – Blind,391,0,1,0
Jesse Zesseu,398,CAN,Low,Male,Paralympic,Loss,Mid,0.02907746081343192,0.02498405328051063,0.05222145841130938,0.03358105328043191,0.01320007008612766,0.02391304470685638,-0.04013703743329786,0.3747854746808512,0.6282096178723403,Blind,Low PD – Blind,265,0,1,0
Rigivan Ganeshamoorthy,399,ITA,Low,Male,Paralympic,Win,Mid,0.02598774083001335,0.02231653987472729,0.04332454003055791,0.0005262091607362392,0.005982148816334521,0.07111663689651324,-0.06737387197758173,0.4154277147142857,0.7660180091904762,Blind,Low PD – Blind,484,0,1,1
Jeremy Campbell,400,USA,Low,Male,Paralympic,Win,Mid,0.02352490029345725,0.0005109220923883035,0.01695828143757279,0.002624714137545082,0.0002964462966945053,0.004412955425421509,0.002170155946562237,0.3943314091666667,0.8026100344166667,Blind,Low PD – Blind,262,0,1,1
David Blair,401,USA,Low,Male,Paralympic,Win,Mid,7.088383731732284e-06,0.01073343091544095,0.4018431433905511,0.0002472012664988976,0.0002221362119646771,0.01148353242560315,-0.4018360559417323,0.4742542936220472,0.398301890503937,Blind,Low PD – Blind,132,0,1,1
Daniel Pembroke,402,GBR,Low,Male,Paralympic,Win,Mid,0.03353158727456606,0.03046800720946201,0.2042832382506662,0.003591257851256985,0.01462435056184974,0.003909097660409359,-0.1983927820925438,0.5081090506140351,0.5474475567543859,Blind,Low PD – Blind,124,0,1,1
Michael Burian,403,AUS,Low,Female,Paralympic,Win,Mid,0.0002583721037787918,0.01146698493174314,0.3115825921982043,0.03222019762676236,0.01018639546534747,0.002098903331831542,-0.3156871293101078,0.5132903533333333,0.4630318605277778,Blind,Low PD – Blind,389,0,1,1
Sha'Carri Richardson,404,USA,Low,Female,Olympic,Win,Mid,0.01258296775564844,0.004099787503984375,0.1873024583046875,0.005905268074687499,0.004094974555015625,0.03883909599302011,-0.182172968015625,0.307658562421875,0.468951405234375,Sighted,Low PD – Sighted,512,0,0,1
Sha'Carri Richardson,404,USA,Low,Female,Olympic,Loss,Mid,0.013324971487,0.11667900087,0.05217627605842999,0.001534699145,0.0015374128425,0.0380074727742,-0.15782984405,0.2409393407,0.5039166224999999,Sighted,Low PD – Sighted,512,0,0,0
Melissa Jefferson,405,USA,Low,Female,Olympic,Win,Mid,0.0002871927698978571,0.2396543722589286,0.09038473523214287,0.001243564446642857,0.0004795004229735715,0.08160247010853572,-0.3397021854999999,0.3892076428571428,0.3177290528571429,Sighted,Low PD – Sighted,384,0,0,1
Rhasidat Adeleke,410,IRL,Low,Female,Olympic,Loss,Mid,,,,,,,,,,Sighted,Low PD – Sighted,480,0,0,0
Keely Hodginkson,411,GBR,Low,Female,Olympic,Win,Mid,0.0004431896545340001,0.0052670679217,0.019033017882,0.2190342815,0.02758888634,0.010189756107,-0.03111646418,0.63836457,0.386261276,Sighted,Low PD – Sighted,294,0,0,1
Sifan Hassan,414,NED,Low,Female,Olympic,Win,Mid,0.00098981891,0.2926166684615384,0.01530200090769231,0.03346789607692308,0.02993110169230769,0.04895929876923077,-0.2916268484615384,0.428237076153846,0.3554289069230769,Sighted,Low PD – Sighted,527,0,0,1
Nadia Battocletti,415,ITA,Low,Female,Olympic,Loss,Mid,0.01556105809416666,0.02433717041666667,0.02101206258583333,0.2459146633333333,0.04596366891666667,0.01427875375,-0.0308504347,0.2366321358333333,0.3589333358333333,Sighted,Low PD – Sighted,413,0,0,0
Anna Cockrell,419,USA,Low,Female,Olympic,Win,Mid,0.008630042631846154,0.02695138928284615,0.001365203181538462,0.004517070288461538,0.1863865336153846,8.572116537076923e-05,-0.1838180055230769,0.4327554807692308,0.4575112407692308,Sighted,Low PD – Sighted,51,0,0,1
Femke Bol,420,NED,Low,Female,Olympic,Loss,Mid,0.0003699104806210525,8.947086607631579e-05,0.001588566237378947,0.253335124,0.0003844131627894737,7.082236293947369e-05,-0.001374388399157894,0.5150252681578948,0.4318966878947368,Sighted,Low PD – Sighted,181,0,0,0
Jasmine Mari Jones,421,USA,Low,Female,Olympic,Win,Mid,0.002187006416666666,0.1197507703333333,0.003348682856666667,0.001342036916666667,0.0104623746,0.0240455651,-0.1358595033333333,0.3633443966666667,0.6147887433333333,Sighted,Low PD – Sighted,254,0,0,1
Nina Kennedy,429,AUS,Low,Female,Olympic,Win,Mid,0.007397562027834513,0.230872726841739,0.04191906672746105,0.01195273085900244,0.006590038230679367,0.06049503493782257,-0.2570269787699115,0.379770747300885,0.4730755337876106,Sighted,Low PD – Sighted,433,0,0,1
Katie Moon,430,USA,Low,Female,Olympic,Loss,Mid,0.01051916451332685,0.04900581515740741,0.2622522028888889,0.0591633469502963,0.03129007608166667,0.02507026765925926,-0.25731787275,0.4398984319444444,0.4360369986111112,Sighted,Low PD – Sighted,290,0,0,0
Alysha Newman,431,CAN,Low,Female,Olympic,Win,Mid,0.1963782281646103,0.08333639530175024,0.05237009843261712,0.01726704853962299,0.01739744711598225,0.01210430695436394,0.07843426819591244,0.3979394883211679,0.4564327817766423,Sighted,Low PD – Sighted,32,0,0,1
Angelica Moser,432,SUI,Low,Female,Olympic,Loss,Mid,0.02766117047014117,0.03834569588965293,0.1018814247390471,0.17804803044,0.08163566445764707,0.01505290556540706,-0.1136989048885882,0.4675545437647058,0.4807396222352942,Sighted,Low PD – Sighted,46,0,0,0
Nicola McDermott,433,AUS,Low,Female,Olympic,Loss,Mid,0.3171437012337158,0.05444180639453825,0.01356879923164426,0.007262141373012759,0.006918464505996176,0.07365208841059016,0.2027244602461203,0.5013810948633879,0.3833667261628415,Sighted,Low PD – Sighted,429,0,0,0
Eleanor Patterson,434,AUS,Low,Female,Olympic,Win,Mid,0.0520782963603896,0.1860677821987013,0.007653579605142857,0.0007865545057142855,0.0007522526222766235,0.0007945531766428572,-0.1342261944779221,0.2076822258051948,0.7128627362337661,Sighted,Low PD – Sighted,157,0,0,1
Vashti Cunningham,435,USA,Low,Female,Olympic,Loss,Mid,0.005765388994550506,0.1381693178217172,0.1009894844818182,0.03923781863333333,0.01719159154842424,0.01201742573940909,-0.1780396881868687,0.3748834316666667,0.483076999040404,Sighted,Low PD – Sighted,575,0,0,0
Valarie Allman,438,USA,Low,Female,Olympic,Win,Mid,0.005573595772307692,0.1351939994615385,0.03151696802353847,0.2867478878846154,0.00108626873,0.001779834546923077,-0.1297473790384615,0.3306971415384616,0.3668529123076923,Sighted,Low PD – Sighted,573,0,0,1
Marike Steinacker,439,GER,Low,Female,Olympic,Loss,Mid,0.02586478623104236,0.08227947812384723,0.005138348879817432,0.09202214829850347,0.03709275383319444,0.04582137345427084,-0.1197180092720833,0.4008923797152778,0.4792138582638888,Sighted,Low PD – Sighted,363,0,0,0
Camryn Rogers,440,CAN,Low,Female,Olympic,Win,Mid,0.04889622550668338,0.1313190886252083,0.05836126704251698,0.02623510073089838,0.03834842324194773,0.0255669012331121,-0.1357619120378914,0.306685523563671,0.4718072535049222,Sighted,Low PD – Sighted,101,0,0,1
Annette Nneka Echikunwoke,441,USA,Low,Female,Olympic,Loss,Mid,0.0326347751116372,0.04607028334427061,0.01582823227160965,0.03266997028379363,0.009942537956924237,0.1525269879816998,-0.1599185798908822,0.411578057838538,0.5819503484927608,Sighted,Low PD – Sighted,55,0,0,0
Maddison-Lee Wesche,443,NZL,Low,Female,Olympic,Win,Mid,0.2737698688168657,0.07853211001999301,0.01223780556181146,0.02917769367878779,0.01006018624831766,0.04324387343218043,0.1759247570431343,0.3894812346268657,0.4289310651041791,Sighted,Low PD – Sighted,346,0,0,1
Jaida Ross,444,USA,Low,Female,Olympic,Loss,Mid,0.0002253270535714286,0.001054748353428571,0.001842279078571429,0.0005040598958571429,0.005382120335714286,0.0004011386607142856,-0.005877050814285715,0.5262502428571428,0.9613719985714286,Sighted,Low PD – Sighted,247,0,0,0
Alice D'AMATO,445,ITA,Low,Female,Olympic,Win,Mid,0.1370596231696475,0.03552978409655128,0.02493414509541026,0.01051884121549321,0.006635827183686154,0.001168862125009616,0.0828212047371795,0.3992483267307693,0.7440538721621794,Sighted,Low PD – Sighted,28,0,0,1
Manila Esposito,446,ITA,Low,Female,Olympic,Win,Mid,0.02511254027720833,0.01370613428571759,0.0006213788406032407,0.04460795155,0.02384414311527778,0.0007896728419634455,-0.004468697138148148,0.6497600104629631,0.76722128875,Sighted,Low PD – Sighted,352,0,0,1
Sunisa Lee,447,USA,Low,Female,Olympic,Win,Mid,0.1899302267711538,0.03511938868576923,0.01716519823557693,0.1344996883867308,0.1003393886621154,0.02400143025488462,0.06689946423076923,0.4993451799807692,0.3371923663461539,Sighted,Low PD – Sighted,543,0,0,1
Simone Biles,448,USA,Low,Female,Olympic,Win,Mid,0.1982579777225665,0.1052459142844051,0.03147468230207399,0.03694572155907726,0.024704152576257,0.01704522909298567,0.08085679119828323,0.4214571659656652,0.4873965329669528,Sighted,Low PD – Sighted,529,0,0,1
Jade Carey,449,USA,Low,Female,Olympic,Win,Mid,0.01996652603444444,0.04670667585454546,0.03247959263545454,0.02797574105741414,0.009210888512323231,0.009510314504242424,-0.04449030022929293,0.3205630929292929,0.7194159626262627,Sighted,Low PD – Sighted,246,0,0,1
Jordan Chiles,450,USA,Low,Female,Olympic,Win,Mid,0.2342978209770485,0.01407459361434663,0.01208138183190515,0.1124665654407466,0.04644396161993584,0.02603461048834953,0.1625434320259703,0.5250739948019802,0.3864365918910892,Sighted,Low PD – Sighted,277,0,0,1
Angela Andreoli,452,ITA,Low,Female,Olympic,Loss,Mid,0.0003115702684074074,0.003726959766074073,0.007270904435259257,0.5649201578148149,0.0353154813962963,0.0003396661176296296,-0.0379028591962963,0.6164275477777779,0.2567699844444445,Sighted,Low PD – Sighted,45,0,0,0
Elisa Iorio,453,ITA,Low,Female,Olympic,Loss,Mid,0.2276220562616216,0.02982612548455,0.002869244139742432,0.03534284653079729,0.04350772612544596,0.002567993991347297,0.1607089458946351,0.5100811708108107,0.4685634462297296,Sighted,Low PD – Sighted,158,0,0,0
Orla Comerford,456,IRL,Low,Female,Paralympic,Win,Mid,0.003694646691635846,0.00885459185786802,0.009819887758614258,0.2081085633076923,0.002423858925681912,0.01040813928787662,-0.01160601134180873,0.338225728076923,0.4417692633846153,Blind,Low PD – Blind,447,0,1,1
Kym Crosby,457,USA,Low,Female,Paralympic,Loss,Mid,2.744795565949152e-18,1.666946702244521e-08,3.713647792547611e-13,4.557003884740242e-13,1.157997795136207e-22,5.470526326320935e-19,-1.666946702026715e-08,0.2724245936842106,0.5000000957894737,Blind,Low PD – Blind,306,0,1,0
Danielle Aitchison,461,NZL,Low,Female,Paralympic,Loss,Mid,0.01749863408248083,0.009310141395,0.05044519244166668,0.2740606345833333,0.001813097255,0.00083507697,-0.03767881623333334,0.4644627975,0.3575063841666666,Blind,Low PD – Blind,129,0,1,0
Brittni Mason,466,USA,Low,Female,Paralympic,Loss,Mid,1.322738630996486e-05,0.01970635810310811,0.02897804470405405,2.702995189006757e-05,4.854403957027027e-05,0.00250640377299973,-0.03595223745135135,0.337794632972973,0.509985744054054,Blind,Low PD – Blind,97,0,1,0
Sheriauna Haase,468,CAN,Low,Female,Paralympic,Loss,Mid,0.0189571050432879,0.0002757459914604347,0.007658682621173919,0.0210087425549,0.003576824938467406,0.004940982763239159,0.006749438925896569,0.4514933228260871,0.4876080758695654,Blind,Low PD – Blind,516,0,1,0
Liza Corso,478,USA,Low,Female,Paralympic,Win,Mid,1.575254126402439e-05,0.08178781422682926,0.0001479868007542683,0.008246148276676829,0.0008471096359024392,0.01912541010914634,-0.08985906845670731,0.3142420492682927,0.4657424345121952,Blind,Low PD – Blind,334,0,1,1
Greta Streimikyte,479,IRL,Low,Female,Paralympic,Loss,Mid,0.01146952484809524,0.02097111934142857,0.00961272789538857,0.008500457865095238,0.001444684645328572,0.002278244152651143,-0.01311527058666667,0.2539963085714286,0.7211510580952382,Blind,Low PD – Blind,207,0,1,0
Marissa Papaconstantinou,485,CAN,Low,Female,Paralympic,Loss,Mid,0.1736255358541136,0.002437939884970697,0.003506917778872073,8.891993663538978e-06,0.01822290467432955,0.02127727374575445,0.1377091482666023,0.5418401852272727,0.4047140581818182,Blind,Low PD – Blind,367,0,1,0
Breanna Clark,486,USA,Low,Female,Paralympic,Loss,Mid,0.0001357147671400648,0.004905211329000483,0.01968208375900667,0.0008848696062413667,0.001190736580651093,0.01072406239333333,-0.02212770909333382,0.539819118,0.4850914699999999,Blind,Low PD – Blind,91,0,1,0
Lindy Ave,488,GER,Low,Female,Paralympic,Win,Mid,2.866418105777772e-07,4.645888778462292e-06,0.0006562574082758655,0.1766316638410345,0.006824427538965516,3.698143746043448e-06,-0.006824141217448278,0.6017470972413793,0.4364431087931035,Blind,Low PD – Blind,330,0,1,1
Simone Kruger,493,ZAF,Low,Female,Paralympic,Win,Mid,0.01031832028972724,0.009463491465507907,0.02721651214147508,0.1881723832825423,0.02642863898625507,0.01441352659799821,-0.06082573702335845,0.4954483288536585,0.4349134191132114,Blind,Low PD – Blind,531,0,1,1
Natalija Eder,494,AUT,Low,Female,Paralympic,Win,Mid,0.000155687371702156,0.1296165807227301,0.2895997139004184,0.001145806557241004,0.001701842598268504,0.02579051332984623,-0.4010134061987448,0.5503868793514644,0.3000696176035565,Blind,Low PD – Blind,419,0,1,1
Dayna Crees,495,AUS,Low,Female,Paralympic,Win,Mid,0.05055606088727865,0.06828831457041239,0.04249336667319588,0.02429888979279897,0.01637369861724742,0.0125144994748866,-0.0515402195564327,0.4916577683505155,0.52932692,Blind,Low PD – Blind,137,0,1,1
Muzala Saukonga,499,ZAM,High,Male,Olympic,Win,Mid,0.02460376376870967,0.01168121729987097,0.02641284492483871,0.006954614031838709,0.01054855177645161,0.07134007310967742,-0.05678599171935484,0.3773419925806452,0.540639064516129,Sighted,High PD – Sighted,409,1,0,1
Jereem Richards,500,TTO,High,Male,Olympic,Loss,Mid,0.006544842398926855,0.02410520210950242,0.00139716522061287,0.0001284783061485533,0.0004913217288974894,0.001827356769289254,-0.01828000904929612,0.3083702278571429,0.4937036978571429,Sighted,High PD – Sighted,261,1,0,0
Skandar Djamil Athmani,509,ALG,High,Male,Paralympic,Win,Mid,0.002937341364647778,9.099281210624167e-06,7.753314555724129e-07,3.720395544090166e-06,3.299554944447033e-05,5.02000538191112e-06,0.002904345825758889,0.5556670672222224,0.502286615,Blind,High PD – Blind,533,1,1,1
Julien Alfred,514,LCA,High,Female,Olympic,Win,Mid,0.016129413238,0.10687826345,0.039675048,0.1211833398957,0.024040052335,0.07122851279294999,-0.1090527313,0.389181519,0.464242628,Sighted,High PD – Sighted,281,1,0,1
Faith Kipyegon,517,KEN,High,Female,Olympic,Loss,Mid,0.00057941314,0.02519473,0.000111868605,0.015314274,0.009238926,0.015397005,-0.024615318,0.4734415,0.53172004,Sighted,High PD – Sighted,176,1,0,0
Yaqin Zhou,522,CHN,High,Female,Olympic,Loss,Mid,0.03771180208994431,0.04279693406226237,0.004133802550987698,0.1440750828099802,0.1126685181382673,0.0107542031296151,-0.1100133551118812,0.4273419919059406,0.4759234974158416,Sighted,High PD – Sighted,587,1,0,0
Sabrina Maneca-Voinea,523,ROU,High,Female,Olympic,Loss,Mid,0.1735314023235759,0.004469094832876675,0.009196868188648438,0.0880278436028625,0.07228782325925,0.003517981378052269,0.09486545901375,0.4513022373125001,0.486941155925,Sighted,High PD – Sighted,496,1,0,0
Qiyuan Qiu,524,CHN,High,Female,Olympic,Loss,Mid,0.04160030167725351,0.2127675560421831,0.007305599029640846,0.03241540060669015,0.1319033571730282,0.04183649554070422,-0.2844160483133802,0.3364484650140845,0.384257163169014,Sighted,High PD – Sighted,465,1,0,0
Rebeca Andrade,526,BRA,High,Female,Olympic,Loss,Mid,0.1024406932400898,0.03229118236171429,0.01735430555289796,0.02779429763367347,0.01345762203289796,0.001044400231753306,0.05455023518587755,0.3943089117142857,0.6613085439469389,Sighted,High PD – Sighted,474,1,0,0
Chang Ok An,527,CHN,High,Female,Olympic,Loss,Mid,0.02835040187533017,0.03652785707783042,0.0368622166742793,0.02703812487329053,0.03168425649863591,0.008927384140436407,-0.05292215825029925,0.3947921931421446,0.6896762890274314,Sighted,High PD – Sighted,106,1,0,0
Jerusa Geber Santos,528,BRA,High,Female,Paralympic,Win,Mid,0.001212675380848122,0.0002669089796955889,0.01996897527418796,0.007632295340119442,0.00139988011075,0.004487282186805556,-0.01968507688096912,0.5500073888888888,0.5539993438888889,Blind,High PD – Blind,264,1,1,1
Omara Durand,531,CUB,High,Female,Paralympic,Win,Mid,0.3604856670498935,0.004717525579021277,0.08268842905389362,0.004554760438297873,0.01957082148680851,0.01725149878574468,0.2704945887234043,0.5517233136170213,0.2927650866595744,Blind,High PD – Blind,443,1,1,1
Lamiya Valiyeva,533,AZE,High,Female,Paralympic,Win,Mid,0.001260206628555406,0.001693427216009375,5.982403328403126e-06,0.32119981696875,0.0180254259355,3.35735858246875e-05,-0.01771498604560312,0.42373960375,0.47559945359375,Blind,High PD – Blind,309,1,1,1
Xia Zhou,536,CHN,High,Female,Paralympic,Win,Mid,0.03690059854705883,0.01201606787205882,0.006317901643235293,0.2520615996470588,0.00844700489864706,0.01786386928588235,0.01019313897852941,0.4017202882352941,0.3767838741176471,Blind,High PD – Blind,586,1,1,1
Yiting Shi,539,CHN,High,Female,Paralympic,Win,Mid,0.00335997376325122,0.0001663181057927966,0.00150847132965461,1.590417188687074e-06,0.001836730935672464,0.1604610035735498,-0.1571193518780536,0.62158912,0.4185415097560976,Blind,High PD – Blind,598,1,1,1
Veronica Hipolito,540,BRA,High,Female,Paralympic,Win,Mid,0.004393853280281129,0.03875675832579033,5.281700732516129e-05,9.779475420451612e-06,0.01694015984009677,0.6031162370645161,-0.6040443003225808,0.5774066587096773,0.1854597414516129,Blind,High PD – Blind,576,1,1,1
Natalia Kobzar,543,UKR,High,Female,Paralympic,Loss,Mid,0.0001102437963240654,0.04209301022863432,0.01550404488606901,1.676395299185876e-05,0.02994366048618459,0.1290785183583333,-0.1848172630333333,0.4620191147916666,0.397467958125,Blind,High PD – Blind,417,1,1,0
Aysel Onder,546,TUR,High,Female,Paralympic,Loss,Mid,0.000111927621475,0.0004098844020777778,1.862657314233333e-06,0.0005994829614444445,8.168731200537778e-06,7.673352552222222e-07,-0.0002979567930666667,0.1832772944444444,0.7790544544444444,Blind,High PD – Blind,78,1,1,0
Fenfen Jiang,547,CHN,High,Female,Paralympic,Loss,Mid,5.324819721519584e-05,0.003595962946063343,0.01329385501322714,1.265932726247633e-05,0.003139361278326849,0.5971946385714285,-0.5971413933333333,0.4627098038095239,0.2076070563333333,Blind,High PD – Blind,182,1,1,0
Athanosios Ghavelas,548,GRE,High,Male,Paralympic,Win,Mid,0.001177249645190447,0.05754262855006444,0.09547729578916667,0.006865566435328051,0.004889532466816145,0.07884330662965142,-0.1099442140091667,0.4420102870833334,0.5131745475,Blind,High PD – Blind,74,1,1,1
Yeltsin Jacques,554,BRA,High,Male,Paralympic,Win,Mid,0.0079038318171956,0.0142486947630626,0.02990138977040818,0.09493890134095502,0.07337021996437589,0.04060268001679099,-0.07926174182187035,0.4996747917421603,0.4785680688501742,Blind,High PD – Blind,593,1,1,1
Yeltsin Jacques,554,BRA,High,Male,Paralympic,Win,Mid,0.002019559026848947,0.001393830138242105,0.01039618923121548,0.02013211664285916,0.008013069134768054,0.0210205604744281,-0.01933586215055752,0.4474845410526315,0.5462503357894737,Blind,High PD – Blind,593,1,1,1
Yitayal Silesh Yigzaw,555,ETH,High,Male,Paralympic,Loss,Mid,0.004893892610689655,0.000939312336724138,0.01878643220344828,0.0001944320304728862,0.01810829920344828,0.03206178773251724,-0.02966929640344828,0.3532827396551724,0.481492402413793,Blind,High PD – Blind,597,1,1,0
Julio Cesar Agripino dos Santo,556,BRA,High,Male,Paralympic,Win,Mid,0.0005237593441945237,0.005541464254761905,0.001738474494969983,0.0007631588377777777,0.0004651483261428571,0.000317779742984127,-0.005081370851342999,0.421454706111111,0.4982734454761904,Blind,High PD – Blind,282,1,1,1
Kenya Karasawa,557,JPN,High,Male,Paralympic,Loss,Mid,0.05275525,0.056671375,0.001299242935,0.00166825845,0.00062636875,0.00130525084,-0.00391612575,0.35722626,0.5011540800000001,Blind,High PD – Blind,298,1,1,0
Oney Tapia,558,ITA,Low,Male,Paralympic,Win,Mid,0.1332428431758078,0.02645279633634027,0.008677856269245873,0.003182998193829334,0.009679013268878364,0.06791526274873362,0.05755355044091703,0.4106432122707424,0.5020142818777292,Blind,Low PD – Blind,445,0,1,1
Oney Tapia,558,ITA,Low,Male,Paralympic,Loss,Mid,0.04423893968,0.00101275165784,0.00268116418069,0.00076800634933464,0.00172165378837,0.04250548203,0.001733457443,0.429764352,0.560083794,Blind,Low PD – Blind,445,0,1,0
Alaro del Amo Cano,560,ESP,High,Male,Paralympic,Win,Mid,1.2612445206034e-06,0.0034728525313685,6.0045534762e-06,1.003539692066607e-08,2.682024929834695e-07,6.60818141317544e-07,-0.003471656039302599,0.396403862,0.498289941,Blind,High PD – Blind,19,1,1,1
Mahdi Olad,561,IRI,High,Male,Paralympic,Loss,Mid,,,,,,,,,,Blind,High PD – Blind,348,1,1,0
Shichang Chen,562,CHN,High,Male,Paralympic,Loss,Mid,0.01156383411695141,0.02879289697746479,0.06824239523321125,0.02186879230823944,0.1566438542542254,0.09848214600140846,-0.219056338584507,0.4037033356338028,0.3808500786619719,Blind,High PD – Blind,521,1,1,0
Joan Munar Martinez,563,ESP,High,Male,Paralympic,Win,Mid,0.04766739751276594,0.1587836332553191,0.07734573063829786,0.03614755448936171,0.01393969628723404,0.05885091582340427,-0.1332140400978724,0.3887445244680851,0.4376741510638296,Blind,High PD – Blind,271,1,1,1
Tao Ye,564,CHN,High,Male,Paralympic,Loss,Mid,0.0623940131047619,0.01715720352088095,0.0393601752952381,0.02757611245155676,0.07769983749690475,0.06027992696957524,-0.03503251428809523,0.3834652442857143,0.5436693971428572,Blind,High PD – Blind,547,1,1,0
Amirhossein Alipour Darbeid,565,IRI,High,Male,Paralympic,Win,Mid,0.1947992945329932,0.05949698710363265,0.01941656553323537,0.0007869711533503859,0.01170064837796939,0.05980901823459184,0.06827679407380953,0.5259020385714285,0.4062253400816326,Blind,High PD – Blind,36,1,1,1
Alvaro del Amo Cano,566,ESP,High,Male,Paralympic,Win,Mid,0.05262071992209642,0.01390919720166588,0.02017522468839155,0.001637154161769905,0.004591371447375306,0.002611838242658566,0.01920319621503193,0.3878055040425532,0.5098358314893615,Blind,High PD – Blind,31,1,1,1
Linda Patricia Perez Lopez,567,VEN,High,Female,Paralympic,Win,Mid,0.003257207008181818,0.06607837321818183,0.01696698531863636,0.314232773590909,0.07083558469545453,0.002876318538181818,-0.1057989326590909,0.663540615,0.2967644604545454,Blind,High PD – Blind,328,1,1,1
Lahja Ishitile,568,NAM,High,Female,Paralympic,Win,Mid,0.007305429857692307,0.06347516655073078,0.01058254459346154,0.001271938671976923,0.001586750371153846,0.06371796032884616,-0.08327439508923079,0.3019715469230769,0.5597343638461538,Blind,High PD – Blind,307,1,1,1
Shanshan He,569,CHN,High,Female,Paralympic,Win,Mid,0.02660756055888889,0.03308192822222222,0.01294828308888889,0.0001004448428888889,0.00061384837,0.001704258395111111,-0.006956044144444443,0.511900471111111,0.525514778888889,Blind,High PD – Blind,513,1,1,1
Ionis Dayana Salcedo Rodriguez,570,COL,High,Female,Paralympic,Loss,Mid,,,,,,,,,,Blind,High PD – Blind,243,1,1,0
Yayesh Gate Tesfaw,571,ETH,High,Female,Paralympic,Win,Mid,0.0009057620737877,0.003713969096875,0.12428931785,0.00133211167851739,0.040600620722575,0.0421606779405,-0.123383558825,0.445995149,0.4322885845,Blind,High PD – Blind,591,1,1,1
Mary Waithera Njoroge,572,KEN,High,Female,Paralympic,Loss,Mid,0.1772177620333333,0.0517914555,0.05410551121333333,0.001212129056666667,0.007280604486666667,0.1225052362333333,0.04998941463333333,0.3319879056666667,0.3834965623333333,Blind,High PD – Blind,373,1,1,0
Liangmin Zhang,573,CHN,High,Female,Paralympic,Win,Mid,0.09020687685130614,0.07316639581207304,0.03464282206376591,0.01650132589538322,0.02567131887635337,0.1003051884304891,-0.05686470407668915,0.4106689580733945,0.4360256193577982,Blind,High PD – Blind,325,1,1,1
Assunta Legnante,574,ITA,Low,Female,Paralympic,Loss,Mid,0.1385849753785997,0.003621876505249234,0.03246885944842444,0.02007671767917541,0.005164196979959493,0.02087763041827748,0.1017134993536638,0.4043668527325581,0.6165912967965117,Blind,Low PD – Blind,72,0,1,0
Enhui Xue,575,CHN,High,Female,Paralympic,Win,Mid,0.01195891384526316,0.1582465531684211,0.109195525228421,0.01034879178825263,0.04667467112378948,0.2460431431052632,-0.3176749568421053,0.3453816344210527,0.3406271655789473,Blind,High PD – Blind,165,1,1,1
Izabela Campos,576,BRA,High,Female,Paralympic,Loss,Mid,0.1151957692414863,0.0667677148605726,0.02878852744312034,0.01680136507804507,0.05066844899946438,0.1590027466288767,-0.05811997600410958,0.3409892506164384,0.4566742559589041,Blind,High PD – Blind,245,1,1,0
Asila Mirzayorova,577,UZB,High,Female,Paralympic,Win,Mid,0.06169769457144286,0.1221783718763744,0.05285121776841193,0.007040051869247657,0.03559424558018547,0.1411896041490884,-0.13225401927949,0.4078714626142856,0.4711062406880953,Blind,High PD – Blind,71,1,1,1
Guohua Zhou,578,CHN,High,Female,Paralympic,Loss,Mid,0.01533978436135127,0.088497561538375,0.1667209486721863,0.02880687731096162,0.04997676141571534,0.06445555206449712,-0.199030529953125,0.408030251953125,0.4391151826562499,Blind,High PD – Blind,211,1,1,0
Alba Garcia Falagan,579,ESP,High,Female,Paralympic,Win,Mid,0.01771215266865015,0.2066997914636735,0.1036580812203499,0.01970756326256462,0.06175570565620327,0.07582137842658891,-0.2376365224904665,0.3846955624198251,0.4150945634693878,Blind,High PD – Blind,20,1,1,1
